Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
41d4f121-dce8-3067-be19-9bd846de5110,5b2ce3b4-52b3-3256-bd0c-5db12e40478b,Marshall526 Jenkins714,M,GENERAL PRACTICE,707 S UNIVERSITY AVE,BEAVER DAM,WI,539163027,43.44816815,-88.82662654646057,20,0
1736daf1-9e2e-3914-95ad-7f236844f15f,1367dd39-4cc6-3bc1-92f6-2fd1f4d35a99,Rogelio17 Gibson10,M,GENERAL PRACTICE,3329 EXPRESS CT,OSHKOSH,WI,549023241,44.0206919,-88.5408574,1937,0
c370236f-da6e-39ce-b354-2952c3162108,ffc5499c-8735-367b-ba97-42a868c2eeb2,Venus149 Blick895,F,GENERAL PRACTICE,500 E. Veterans Street,Tomah,WI,54660,44.00095,-90.50921,62,0
7342d3a2-8639-388c-9af2-60b55a296e26,482689f4-cb59-35b8-80e4-7a63877eec63,Quinton758 Jaskolski867,M,GENERAL PRACTICE,2500 Overlook Terrace,Madison,WI,53705,43.073982,-89.429085,208,0
b12bfd9e-e7e3-3753-8f79-02fcb72a1d45,993457b0-03b2-3d6e-9f73-6280b8222ab7,Clayton230 Jast432,M,GENERAL PRACTICE,20 Lakeview Dr,Portage,WI,53901,43.5391,-89.4631,5143,0
4389ac54-998c-383c-b1f9-8fe2337d11ff,973b371b-f7fc-3ed2-9247-dd20706d4e63,Joanna347 Abbott774,F,GENERAL PRACTICE,101 North St,Madison,WI,53704,43.1201,-89.3654,10590,0
2a8fa9ee-2cc0-38bd-85ce-d01d383c46f6,505b01a0-76e2-3e57-9fbb-22e1450b54a3,Todd315 Steuber698,M,GENERAL PRACTICE,700 MYRTLE WAY,JANESVILLE,WI,535459101,42.670191,-88.990443,10,0
e50b064b-2029-3dcb-ae34-9c8822a188e1,3e85fd2e-07b1-34ea-a978-2d23544d6cdc,Monroe732 Ankunding277,M,GENERAL PRACTICE,109 N IOWA ST,MINERAL POINT,WI,535651118,42.8601834,-90.179547,3,0
21bc20a3-1c1a-31a1-9981-ae7e6968894b,eee8d2f7-292c-33d6-9615-a19a0777f0a2,Domitila545 Vandervort697,F,GENERAL PRACTICE,1 Science Court,Madison,WI,53711,43.059372,-89.468864,2347,0
15a704ad-4090-3c96-bb2d-66602fe62f1d,9f89a52c-2826-33f5-b8a4-ff8cd36d233c,Lovetta319 Auer97,F,GENERAL PRACTICE,1305 W WISCONSIN AVE,OCONOMOWOC,WI,530662646,43.120809949999995,-88.52051159904241,3,0
d6705cef-e70f-34ee-8e15-8bcf6fa2c97e,1bed1f0a-9e69-3a1a-89d4-992915a1067e,Leif534 Hane680,M,GENERAL PRACTICE,2419 Morse Street,Janesville,WI,53545,42.72222,-88.99433,1388,0
1d259649-69e3-30a0-b239-d5a4979c71d0,fbcb59e3-d735-3d3b-9223-1979f39df195,Carlena776 Feil794,F,GENERAL PRACTICE,200 River St,Janesville,WI,53545,42.6828,-89.0187,25983,0
4aeab627-1000-387c-92ff-593825e89673,4a2eb38d-c9f4-33b9-92d4-52f2ed78ab34,Alonso270 Hand679,M,GENERAL PRACTICE,3271 NORTH ST,EAST TROY,WI,531201147,42.7851871,-88.4054374,14,0
38d4c99e-41b7-3d5e-a221-6dcdf6f19e72,a4e5e23d-71ab-39c7-af65-8d595cca3655,Florine959 Windler79,F,GENERAL PRACTICE,707 S UNIVERSITY AVE,BEAVER DAM,WI,539163027,43.44816815,-88.82662654646057,65,0
f74491e3-184a-3810-bfda-8faf558e3ef7,731cb794-c628-3953-bf5b-fa8292a56581,Mathilde204 Wintheiser220,F,GENERAL PRACTICE,5395 E CHERYL PKWY,PLATTEVILLE,WI,538181207,42.7342942,-90.4784451,11,0
5df44438-7e65-399d-a24b-c64b2e18f480,5097b5e0-8e8a-3387-8fb2-c5995a530148,Lady554 Kovacek682,F,GENERAL PRACTICE,1121 E SUMNER ST  SUITE B,HARTFORD,WI,530271609,43.31771567774789,-88.36260061068732,20,0
8d6b50a4-2401-3fe1-be97-447f90b397b5,c6ae2c7b-18d4-3997-9a84-39dff56476c8,Maragaret140 Erdman779,F,GENERAL PRACTICE,305 S CLARK ST,MAYVILLE,WI,530501488,43.49251766666667,-88.5560515,50,0
3b45fc82-ea7a-3c47-a4c1-107364eb0ced,3badd3fb-f6e7-38e8-9695-2b60dbcb4863,Gerry91 Block661,F,GENERAL PRACTICE,5 County Rd,Dodgeville,WI,53533,42.9608,-90.1307,2707,0
be1da80c-7733-3784-aa58-9d551e720954,a1d03c27-23c2-3576-96e1-fef80909c142,Charley358 Effertz744,M,GENERAL PRACTICE,6201 MINERAL POINT RD,MADISON,WI,537054503,43.0607321425946,-89.48728347019424,44,0
6d879406-7fd5-3991-a12e-9d4cf109c05d,092d41b7-c74f-3ae2-9ac0-4507ec9d906d,Richelle340 Kshlerin58,F,GENERAL PRACTICE,251 FOREST LANE,MONTELLO,WI,539499380,43.797206,-89.32131468620435,8,0
23c810c6-b757-3ee4-ab16-37568203ff05,268ab907-925d-32f2-9433-e288895c7ff5,Solomon675 Gusikowski974,M,GENERAL PRACTICE,407 N 8TH ST,MOUNT HOREB,WI,535721872,43.008665,-89.7384145,2,0
314cbcdf-a9c2-3fbf-b026-1b779105be58,e7f6a97c-2030-3b2f-9c3e-c289fc471b3b,Chanell45 Robel940,F,GENERAL PRACTICE,50 Hilltop Rd,Baraboo,WI,53913,43.474,-89.744,11497,0
db9199f3-0400-3e64-96c0-62fd8a4a8e3a,100d7abb-1b3c-37d3-8f6d-ce53ff257132,Shanon591 Fadel536,F,GENERAL PRACTICE,4325 NAKOMA RD,MADISON,WI,537113757,43.03966813777505,-89.4491620250927,870,0
ea8c20df-0761-3e3e-b78e-6ab5100aa81a,c68c964e-7f5c-38c3-95a0-c7807e2fcff0,Elena945 Mesa630,F,GENERAL PRACTICE,800 COMPASSION WAY,DODGEVILLE,WI,535331956,42.95120925,-90.12916566489977,7,0
d0624aaf-6710-36f8-a8ae-d5a947c6a47a,47966c54-9892-368c-89aa-f7a37f85801b,Silva841 Grimes165,F,GENERAL PRACTICE,2500 RIMROCK RD #101,MADISON,WI,537132709,43.03562,-89.380093,582,0
53657556-ce32-3cd0-9f08-6ae7a63176d9,f84b6c39-5673-363a-84d8-bf3485bd7957,Junior695 Leffler128,M,GENERAL PRACTICE,400 N MAIN ST,DOUSMAN,WI,531189348,43.0202528034135,-88.4723862214792,2,0
ed2f5683-8458-31ce-a0e8-4315c2e3b01c,c7caddae-de9e-3fd0-ad61-ba5409d2e003,Elicia233 Huels583,F,GENERAL PRACTICE,410 ROEDL CT,BEAVER DAM,WI,539162934,43.445323355871274,-88.83022058705647,17,0
d761d160-176b-3753-858a-1e50f7867f92,359c6d1c-a9ce-3089-a99c-368820421f5b,Hong136 Kassulke119,F,GENERAL PRACTICE,354 N MAIN ST,OREGON,WI,535751426,42.93119053061224,-89.38342951020408,21,0
8bdad92d-e405-3776-8234-679c8b9264c6,1f63bb50-fc5d-3bac-95b9-df663395798e,Vito638 Barton704,M,GENERAL PRACTICE,452 FOX LAKE RD,WAUPUN,WI,539631974,43.628246530612245,-88.75668387755101,1,0
1edf7d8a-1f6e-3324-b89b-1f40db674c76,5d0f91e2-aed6-34cc-a122-f1a5e555ab50,Reinaldo138 Runolfsdottir785,M,GENERAL PRACTICE,245 SYCAMORE ST,SAUK CITY,WI,535831013,43.2793852915364,-89.73450280739749,34,0
26179e47-9ec0-3e0b-b5f0-57c4837904ad,827f6f49-138e-3f38-b9b8-113567796c42,Houston994 Funk324,M,GENERAL PRACTICE,2000 W BLUEMOUND RD,WHITEWATER,WI,531901959,42.8336422,-88.7292679,24,0
15c61338-65da-393f-950b-df9e85c6f12e,b68e8ba9-33bb-3bb1-a260-f230ebe00e6b,Verdell500 Hammes673,F,GENERAL PRACTICE,901 MULBERRY ST,LAKE MILLS,WI,535511335,43.0852186,-88.9028085,1,0
58c8007a-0278-36b3-a37e-6bff8a736134,f7c385a5-2e85-3eed-bf88-f799230519af,Terica746 Wolff180,F,GENERAL PRACTICE,470 GARFIELD AVE,EVANSVILLE,WI,535361014,42.78219042857143,-89.31261971428572,3,0
e79adfef-f6ad-3af8-ac22-ec47def62489,47975500-bf34-3d4b-b4d0-e1fb47fca59d,Shon148 Reinger292,M,GENERAL PRACTICE,901 MINERAL POINT AVE,JANESVILLE,WI,535482970,42.686707,-89.030513,333,0
ed321b08-3fd6-3af3-8a39-bb1f9286f373,8a8d6c86-d109-3fdc-8495-c1b91fa084ed,Collin529 Johnson679,M,GENERAL PRACTICE,1900 AMERICAN EAGLE DR,SLINGER,WI,530869043,43.326403,-88.247193,5,0
ad71ac6c-e197-3b95-b572-81cd8ea116a5,543206b2-3d2d-36f0-b563-3030f5770c08,Gussie514 Mosciski958,F,GENERAL PRACTICE,634 CENTER ST,BLACK EARTH,WI,535159544,43.14363675552438,-89.74682727993778,3,0
11fff08a-5b11-3ec1-a6a3-36949b627f84,91ca79bf-cf6e-3e71-b7bc-dba0b5d68a1f,Aleen595 Lueilwitz711,F,GENERAL PRACTICE,5315 WALL ST STE 135,MADISON,WI,537187963,43.132300076725926,-89.28992761236229,36,0
31b72206-fb32-37cb-a6c5-74bea45ebbc9,22ba5b98-9e22-3b2e-99a2-77d93374e688,Bernardo699 Goldner995,M,GENERAL PRACTICE,7910 N. 76th Street  Suite 100,Milwaukee,WI,53223,43.0389,-87.9065,51,0
df528f4c-e155-382d-be6d-e7d2f40fd223,abd0b63d-8172-3ae4-8f23-fcc15b5ca3af,Thomasena108 Gutmann970,F,GENERAL PRACTICE,655 THIRD STREET,BELOIT,WI,535116268,42.5083272,-89.031784,1,0
9ce85494-5167-3ebd-812f-88ea5f2a3ca7,42306768-4001-3fa8-ad7a-82c5ca47cf93,Kurtis994 Strosin214,M,GENERAL PRACTICE,719 E CATHERINE ST  BOX 167,DARLINGTON,WI,535301330,42.6829066,-90.117812,12,0
ad2e27a2-eeb7-3e95-9047-bcd8aa3410b2,5a7978cd-d780-3a28-88f6-c301f3f4a609,Cari853 Kohler843,F,GENERAL PRACTICE,6201 ELMWOOD AVE,MIDDLETON,WI,535623319,43.0960999,-89.5000618,28,0
52c1fa5d-5233-3944-be91-78b26977815e,5be5c617-5cb2-3795-9abc-65e091705743,Trent525 Krajcik437,M,GENERAL PRACTICE,228 W MAIN ST,SUN PRAIRIE,WI,535902908,43.18338233333333,-89.21615299999999,3,0
0a5e20ea-6d57-353d-aa78-16898d654a69,094042c7-80b9-3f2a-951b-e7344d21ab4d,Gil594 Ondricka197,M,GENERAL PRACTICE,239 TROWBRIDGE DRIVE,GREEN LAKE,WI,549419773,43.7971612,-89.0402508,12,0
cbf58c3b-7815-3d06-8f60-36f94db9ac42,99ac9f99-21b8-3886-b9b6-b9d0fa252fa0,Adam631 Towne435,M,GENERAL PRACTICE,303 S JEFFERSON ST,VERONA,WI,535931415,42.98775018967078,-89.53069008970137,14,0
e8c3bab7-5dc5-39c5-99e7-a32be07e6b1e,aadf4eba-5a22-3eca-ace4-f7db83cf8201,Octavio643 Prosacco716,M,GENERAL PRACTICE,1300 N WATER ST,PLATTEVILLE,WI,538181452,42.746788,-90.465925,2,0
f7b56bf0-10e3-3dbd-897e-2b2e304fcfa9,89e09c58-2122-3129-b70b-b4ed0e848471,Shella455 Reichel38,F,GENERAL PRACTICE,1020 HILL ST,WATERTOWN,WI,53098,43.202063894736845,-88.70654742105263,4,0
f8c4d31b-7ae5-378e-b438-90e527e48ab9,97002941-4e82-3f11-a5f7-d6d7520b087a,Margarite168 Koepp521,F,GENERAL PRACTICE,800 COMPASSION WAY,DODGEVILLE,WI,535331291,42.95120925,-90.12916566489977,43,0
6c176156-fe23-3211-beec-a38699fda589,2ec41169-fe52-33b8-9e02-01ac373b05cc,Chance908 Aufderhar910,M,GENERAL PRACTICE,202 South St,Madison,WI,53711,43.0256,-89.4232,15451,0
27c6282e-5e3f-3371-9386-145788d554e3,04c15573-06de-30e0-bd13-dac68eb95094,Earlene410 Baumbach677,F,GENERAL PRACTICE,718 JUPITER DRIVE,MADISON,WI,537182950,43.087006159077056,-89.28255582648913,276,0
649fe49e-8c38-31dd-b7b3-04052e609080,ed4f0565-ced8-3f74-9f6c-a576d3833e56,Mayola305 Hauck852,F,GENERAL PRACTICE,3418 N COUNTY HWY F,JANESVILLE,WI,535470920,42.6829765,-89.0226793,22,0
c201f80f-8a8e-3240-aa4e-e453cd51c468,18d5601a-0cbe-3b2a-8c63-c8bd24d89a24,Dale454 Wilderman619,M,GENERAL PRACTICE,933 UNIVERSITY AVE W,SAINT PAUL,WI,551044704,43.100486149999995,-89.33594926259742,19,0
001ff649-db28-3f81-81fe-15439d644ed3,1cf70e5c-2fe6-3e07-a9a3-5f33054db64b,Mila257 Stokes453,F,GENERAL PRACTICE,333 W MAIN ST,MADISON,WI,537033107,43.07135044444445,-89.38642544444444,34,0
883f8ea2-4178-34c9-aa14-9ad0fb67a987,1d5b301f-9ad3-391b-90c1-0d12abd1f72f,Rocky100 Schmeler639,M,GENERAL PRACTICE,211 S CURTIS ST,LAKE GENEVA,WI,531472052,42.5891,-88.423537,14,0
884c6c84-cca3-3181-b4f3-6bce9d828dcd,39d6930e-2a46-3a2e-9e5f-ae8e0c3b7c78,Leonarda398 Schumm995,F,GENERAL PRACTICE,2802 WALTON COMMONS LANE,REEDSBURG,WI,539591677,43.5324809,-90.0026259,66,0
e3e7dba8-b63a-31dc-8661-c31ed41c5316,97730136-806f-382a-9067-accf4e692949,Santo387 Schuppe920,M,GENERAL PRACTICE,10 Tri-Park Way,Appleton,WI,54914,44.281895,-88.453674,37,0
848e898d-6f6f-31e5-8ecd-6a9351815647,e12a61fc-12dc-3222-bb25-7b35dcd8f353,Otha286 Roberts511,M,GENERAL PRACTICE,1670 South Blvd,Baraboo,WI,53913,43.4807,-89.7399,690,0
3522c0a4-f21f-3793-a79f-c5e28ee75290,421800b4-6f91-3519-b7e1-419c61849df1,Yuko264 Mueller846,F,GENERAL PRACTICE,515 22ND AVE,MONROE,WI,535661569,42.608070749999996,-89.63398655229402,11,0
a580ef14-b8f9-3c81-8a0c-39c6fedb111e,e6733ff9-dfcd-3460-a37a-aa08851d0545,Almeda560 Okuneva707,F,GENERAL PRACTICE,8207 22nd Avenue,Kenosha,WI,53140,42.555126,-87.83505,2,0
c980d870-f487-3bd6-9a98-4d08f6856f3b,f4d34f3c-ee20-34a0-9fce-afed9ce6c525,Jodie811 Hermann103,F,GENERAL PRACTICE,516 26TH AVE,MONROE,WI,535661531,42.607373384615386,-89.62850707692307,22,0
1d6eeddb-dbd3-3a88-9358-2717e12f093c,40cf35e0-0426-3bd8-a299-a3b0195fecb1,Gregg522 Willms744,M,GENERAL PRACTICE,655 3RD ST  SUITE 200,BELOIT,WI,535116268,42.50646003355705,-89.03656691275168,41,0
e5288d90-4afb-3766-a244-614b741d94db,7022d88f-f0f6-3ca7-8317-f3354debb232,Chris95 Casper496,M,GENERAL PRACTICE,7516 W OKLAHOMA AVE,MILWAUKEE,WI,532192860,42.9886383,-87.948302,2721,0
e4b26069-f3a5-3275-ab34-770124aaaee8,53c69c8e-3d2b-3c9d-9c22-9277a7ca8b24,Kizzie166 Lehner980,F,GENERAL PRACTICE,1702 S RIVER RD,JANESVILLE,WI,535465648,42.654096,-89.056075,26,0
3ec7a94b-7e3d-39bb-9ada-d57f0651c0a1,5b7117b2-111a-3ed1-b2f8-8dbb50311489,Theodore876 Ankunding277,M,GENERAL PRACTICE,2801 COHO ST STE 302,MADISON,WI,537134577,43.030805,-89.414543,108,0
0843a522-201b-33e1-a96a-bcd93bce36a4,d698acdf-efce-34e1-8caa-96d0d6779ec6,Louis204 Hauck852,M,GENERAL PRACTICE,226 S CEDAR ST,NEWBERRY,WI,498681716,43.0466715,-89.5202785,69,0
6c95e53f-0778-373d-ad81-16a01fa109f6,c7d1f7cc-cc39-3800-91f1-e45b96e9e5b3,Alpha246 Yost751,F,GENERAL PRACTICE,1291 N. Sherman Ave,Madison,WI,53704,43.11412,-89.36377,337,0
abb51fad-60b3-32ac-a125-97badceb3d4a,3c0aa272-663a-3801-8854-ecc2f1ab1f45,Antwan357 Lindgren255,M,GENERAL PRACTICE,5100 EASTPARK BLVD STE 100,MADISON,WI,537182149,43.1470608,-89.2911994,38,0
fd70c1b9-4cfd-3367-b150-6ce2297d6f59,3b73f1db-3c84-30f0-a37e-c731e5e20c5d,Maybell872 Quitzon246,F,GENERAL PRACTICE,435 W STARIN RD,WHITEWATER,WI,531901133,42.839876959393784,-88.73626927452413,4,0
19121a8c-b7fd-3a4c-8592-10850f1586c6,f4bedaa6-cb22-307d-8685-325fb1d08d7d,Annmarie79 Welch179,F,GENERAL PRACTICE,2195 N SUMMIT VILLAGE WAY,OCONOMOWOC,WI,530668675,43.1116731,-88.4992659,2,0
dfd13a81-7265-3654-a3ec-b27d36fdcf9c,ae2f1d03-3c50-383f-8de3-56380af8b874,Jude172 Hammes673,M,GENERAL PRACTICE,1020 HILL ST,WATERTOWN,WI,530983099,43.202063894736845,-88.70654742105263,1,0
c62e7d5d-46f2-3f14-9712-0851689fe75a,d0433dba-bf8d-3e4b-b19f-6e2750ea9bc5,Serena400 Littel644,F,GENERAL PRACTICE,5833 AMERICAN PKWY,MADISON,WI,537188325,43.15732624676456,-89.28520155721706,5,0
84834eb4-97d3-3b31-b7e1-b66e8528e0dc,12a9cc9a-3fa8-3828-ba1e-c57e51ad2f4d,Alex454 Satterfield305,M,GENERAL PRACTICE,323 W. MONROE ST.,WYOCENA,WI,53969,43.495773622904785,-89.3129205971241,31,0
ff3adebc-d68c-3eff-9231-16c23706cb9b,64624632-093e-37e0-bf84-f625d10f80c2,Arnold338 Stiedemann542,M,GENERAL PRACTICE,803 S UNIVERSITY AVE,BEAVER DAM,WI,539163029,43.447509,-88.82734356548984,7,0
80806d84-f2f0-3b19-9177-2bb75e969ec6,dc29e0a9-9f8e-3410-b32b-fc3e7b069158,Larisa542 Kris249,F,GENERAL PRACTICE,645 N CHURCH ST,ELKHORN,WI,531212204,42.682109897816204,-88.54625634803311,47,0
c4f85d26-7e98-306f-9485-e98ca2138bd4,b98bd4a1-6fef-399b-9d17-acd74a2739a8,Margene509 Schamberger479,F,GENERAL PRACTICE,375 W RIVER WOODS PKWY,GRAFTON,WI,530249368,43.3197265,-87.9534226,1265,0
231ee822-0419-36bf-a1e0-681901163e70,a313f005-02c8-327d-8884-6ebfac4b4f97,Odell776 Buckridge80,M,GENERAL PRACTICE,501 S WINSTED ST,SPRING GREEN,WI,535880759,43.1769367,-90.0680478,3,0
bbb6f8d1-127e-3bbc-9a33-3a8f7117ac69,50aca9e2-1dc3-3bf3-bceb-b1178483a2ba,Delorse592 Cummings51,F,GENERAL PRACTICE,601 STRAW ST,TOMAH,WI,546601173,44.00818968155709,-90.50973621405134,1,0
af2f3e1b-2e59-36aa-b7ba-87a63ddf3239,cf496600-7598-3fe8-9558-f6216ec9d340,Jonna572 Klein929,F,GENERAL PRACTICE,100 S 1ST ST,MOUNT HOREB,WI,535723423,43.00848315,-89.74005064106116,28,0
d93591f5-da04-327c-9ff5-4f64329e048d,1d09e692-ad8d-3688-8fa7-740dc33fb3ed,Fritz267 Farrell962,M,GENERAL PRACTICE,147 W ROCKWELL ST,JOHNSON CREEK,WI,530948511,43.076113,-88.7742707,2,0
